Date,Close,High,Low,Open,Volume
,LMT,LMT,LMT,LMT,LMT
2010-01-04,46.78178405761719,46.84265727967716,45.97215673566495,46.18521997936859,2408300
2010-01-05,47.26880645751953,47.35402994655266,46.5991913389742,46.64180308349076,2356500
2010-01-06,46.57484436035156,46.988789040710635,46.1730724745624,46.325257950513056,5208100
2010-01-07,45.29647445678711,46.386118068838464,44.80947921399892,46.36785655999181,7038300
2010-01-08,46.026954650878906,46.22784050182521,45.2416773970861,45.25993890274849,3629400
2010-01-11,46.24610900878906,46.38003292969498,45.77129121236319,46.11827380546908,1973500
2010-01-12,46.24003219604492,46.5504918522269,45.844349049041526,46.11219695981279,2119000
2010-01-13,46.800052642822266,46.88527609547033,46.08782608383638,46.36176259105931,2245100
2010-01-14,46.775718688964844,46.891381119639014,46.35568999607447,46.74528438490895,1954500
2010-01-15,46.72700881958008,46.98876790625534,46.465249732904816,46.84875528784901,2041900
2010-01-19,47.670536041259766,47.90794480821055,46.59915455503553,46.75133990022595,3765500
2010-01-20,47.54879379272461,47.66445615139757,46.76351678535627,47.36616950474925,3128200
2010-01-21,46.86092758178711,47.83491315410659,46.550468084121995,47.51228086868166,2304400
2010-01-22,46.008697509765625,47.06181802039291,45.95999706049268,46.72092416414322,2072100
2010-01-25,46.72700881958008,47.16530353627634,46.154790201189954,46.416549287865216,2559200
2010-01-26,46.73918151855469,47.08616406121518,46.17305161796862,46.52003416062911,2835100
2010-01-27,46.952239990234375,47.08007517450767,46.264363624098046,46.68439683266033,3054500
2010-01-28,46.355682373046875,47.767962961410205,45.807813902489826,47.74361273557093,3542400
2010-01-29,45.3634147644043,46.5382860510801,45.272107254408816,46.36175510220278,3249800
2010-02-01,45.58866500854492,45.86259691261056,45.21733220433917,45.86259691261056,2781100
2010-02-02,46.59915542602539,46.72699056105533,45.58864248579592,45.65560441047755,2995600
2010-02-03,46.68440246582031,46.84267196392477,46.166968305282296,46.37394289836362,2647600
2010-02-04,46.26435470581055,46.94614686817046,46.233915772614544,46.4165400831323,4992800
2010-02-05,46.09392547607422,46.64179397308202,45.07123916310329,46.17306023062443,5029700
2010-02-08,45.36948776245117,46.1791147956779,45.33296477110568,46.06954117731392,4308100
2010-02-09,45.929534912109375,46.258255812115486,45.472978880600024,45.75908807010505,3697800
2010-02-10,45.72257614135742,46.014769471427854,45.472989887773394,45.86867280639264,2798600
2010-02-11,46.477413177490234,46.520024897250075,45.357331032757806,45.594739849181074,3432500
2010-02-12,46.008697509765625,46.24001767731642,45.667799009185465,46.100009691069786,2478500
2010-02-16,46.28263854980469,46.46526294847988,45.94783334467533,46.21567657991254,2531400
2010-02-17,46.489593505859375,46.73308640861714,45.97215947667559,46.355669622744955,2060100
2010-02-18,47.07398986816406,47.14095181688474,46.35567458179395,46.36784737050229,2687400
2010-02-19,47.000953674316406,47.15313912384249,46.65397103517019,46.988780881860116,2801000
2010-02-22,46.83659362792969,47.3175001872247,46.5991847073618,46.988779071592745,3029100
2010-02-23,46.812225341796875,47.51227904146731,46.71482446614596,46.77569769126309,2900000
2010-02-24,47.21399688720703,47.29313626737261,46.83049135216167,46.97658803536993,2379300
2010-02-25,47.25080871582031,47.2814969181761,46.4100062866739,46.64322070454621,2047900
2010-02-26,47.72339630126953,47.833867310300676,47.072842722591105,47.18945231055837,2636000
2010-03-01,48.39848709106445,48.74217253870405,47.68042798837614,47.717250091376656,2436600
2010-03-02,48.61328887939453,49.153366662350436,48.46599578992708,48.61942745714485,2727900
2010-03-03,48.39236068725586,49.12883570908371,48.31257788322931,48.93244330640246,1958900
2010-03-04,48.650108337402344,48.99379843729994,48.245051192787955,48.60101376515638,1850000
2010-03-05,49.8775749206543,49.91440171262105,48.74218127838147,48.74218127838147,3194500
2010-03-08,49.76708984375,50.30717227122206,49.75481737147225,49.82846625222641,2440100
2010-03-09,50.46059799194336,50.60175247716478,49.61365235116676,49.71798942388583,2553800
2010-03-10,50.68154525756836,50.91475968684695,50.4667418776588,50.62630742709875,2308000
