Date,Close,High,Low,Open,Volume
,LMT,LMT,LMT,LMT,LMT
2024-01-02,435.0343017578125,440.6901604150824,433.29843044333046,433.29843044333046,1206500
2024-01-03,437.8955993652344,442.64539227100187,436.64616093478446,437.5808675535479,1174300
2024-01-04,436.7033996582031,442.5023473102221,436.60801667644506,440.9381479084277,1087700
2024-01-05,435.3967590332031,438.83986072483,432.3160661195363,438.7731188303747,705300
2024-01-08,437.399658203125,437.48549415364613,432.56402924284095,433.40335290144634,716000
2024-01-09,435.19647216796875,437.4092002638155,432.31606317091536,437.35197629364365,732900
2024-01-10,434.34759521484375,438.4106716796879,433.75626146033227,435.1106299842137,666100
2024-01-11,432.1825256347656,436.6366226643907,428.58678810877814,435.4539552058691,784800
2024-01-12,441.7679138183594,441.95867977724276,435.42533862726924,436.2265032623418,966500
2024-01-16,436.6747741699219,444.71506155720846,435.26318176123493,444.71506155720846,814900
2024-01-17,435.36810302734375,441.39594624268284,434.0423465941672,436.5126405364631,920800
2024-01-18,438.3247985839844,438.71584841262563,432.57355729696906,435.01521013845763,780300
2024-01-19,436.59844970703125,439.5456001394471,434.881643548644,439.268998255461,866600
2024-01-22,437.5522766113281,439.5265617386237,434.38574785521365,436.4363510117264,1216800
2024-01-23,419.3447570800781,437.7811486372663,413.83195859484374,437.39009880253053,3613500
2024-01-24,411.6954650878906,422.7115434554825,411.60008211585154,419.2016421893015,1768900
2024-01-25,411.11370849609375,413.8796402466623,406.06824870636245,410.1217779066021,1813900
2024-01-26,410.03594970703125,413.38369731808746,406.9838689617425,412.0007168632662,1260500
2024-01-29,408.2237854003906,412.05793669355256,405.89658040450166,411.0755531252977,1903300
2024-01-30,411.72412109375,411.8862750742349,408.0044176408568,411.3330712413331,1016400
2024-01-31,409.5590515136719,413.66980463323097,409.22522564432245,412.3631422453301,1120100
2024-02-01,409.90240478515625,411.80994796063897,406.97434813195747,410.3411606724125,1175000
2024-02-02,406.278076171875,409.0726198817672,404.7615828708741,408.3477732823771,973900
2024-02-05,402.2054748535156,404.7520285958545,400.4218976027521,404.39913777893696,1379600
2024-02-06,407.2127990722656,409.1870841767197,400.92741857091653,402.4725530232886,1065700
2024-02-07,410.2171630859375,410.39838201499356,406.821738583833,406.821738583833,980700
2024-02-08,407.26043701171875,409.883308678656,406.04915766579813,409.5113238164461,972200
2024-02-09,406.7835998535156,407.8995254666709,404.847444610513,407.7659834673189,1038600
2024-02-12,408.281005859375,410.64634074144715,406.3066917098014,407.02202039238904,1007200
2024-02-13,406.8026428222656,411.9339385671285,403.67427321183453,409.4922856568798,1089300
2024-02-14,398.85772705078125,408.691109408352,394.78513300840314,407.909009751274,2503800
2024-02-15,403.5598449707031,403.7792229227151,399.229713646971,399.229713646971,1136700
2024-02-16,404.4659423828125,405.50554996737264,403.0066729522353,403.55984769100303,806000
2024-02-20,404.65667724609375,408.49085781060126,404.17979143313914,405.53415994892237,1363900
2024-02-21,407.7850341796875,408.4240739559249,404.7520474903918,406.50698373401195,969600
2024-02-22,409.0631408691406,409.6258626552299,404.23702949552523,405.4387911002454,1236900
2024-02-23,411.19000244140625,411.4856693051998,408.4050057037123,409.04401636798906,842200
2024-02-26,409.3396911621094,412.4585429442499,407.06019215771994,411.55244827520005,980600
2024-02-27,410.5318908691406,411.29492559104057,406.78357557572747,408.8627906176576,887000
2024-02-28,412.4871520996094,414.9097110070261,410.9229527041441,411.9148833181758,1029300
2024-02-29,411.4399108886719,413.85145165517815,410.78659468208576,412.48714609873537,1503100
2024-03-01,409.7297058105469,412.08360254396393,407.3662213210721,411.1132160776431,1059000
2024-03-04,414.9947509765625,416.8586460210473,410.20052089139955,411.75696268063086,1271900
2024-03-05,415.033203125,418.9051028875433,412.900293744619,416.7241374418046,1038000
2024-03-06,416.4743347167969,416.79137572138,414.014767370967,415.033180600708,775300
2024-03-07,413.1212463378906,418.49194404384156,412.63127385633413,416.9739412141112,1085800
2024-03-08,415.91705322265625,415.9939311914354,410.7961653961179,411.68967387078436,763200
2024-03-11,417.69451904296875,418.90509793438264,415.6288705862986,417.27177813867684,951000
2024-03-12,417.8482360839844,418.6841007963558,415.38866869020063,415.93631430187713,825100
2024-03-13,417.5504150390625,420.6152719757362,416.72413805319815,418.6168550706391,987100
2024-03-14,418.6744689941406,420.44228116372386,416.30136741403084,419.24131941914106,1153600
2024-03-15,418.7225341796875,421.01875783877756,416.15726693640784,416.15726693640784,5151300
2024-03-18,416.205322265625,418.98193062811976,414.7449339899395,418.722533441423,965300
2024-03-19,420.03875732421875,420.1348401239419,416.9546958994768,418.17486242693445,898700
2024-03-20,423.1324768066406,423.6608882757653,419.43350856169786,419.8850713758133,845000
2024-03-21,425.7745666503906,426.47593886084593,422.0948034650487,424.0451641551235,912100
2024-03-22,428.38787841796875,428.7433584160427,426.26458618598906,427.06201191245043,1008300
2024-03-25,428.80096435546875,430.9530783074327,427.3598103368457,430.29014511323777,775000
2024-03-26,428.4935302734375,431.02035845691415,428.3686255616527,428.98353204417623,766700
2024-03-27,438.8602600097656,439.1773010213932,430.2901837747124,430.3094179283818,1277700
2024-03-28,437.0251770019531,439.17729109865934,436.1412855638155,438.8794549270743,1119500
2024-04-01,435.02679443359375,437.4959495626002,433.5183794054287,436.32383901628117,717100
2024-04-02,435.4591369628906,437.81303384800594,434.8058207725349,435.83385112287385,837900
2024-04-03,430.32861328125,436.3334220994198,430.03077710949725,435.15169448903157,758600
2024-04-04,436.2277526855469,438.09164769323843,429.6080373532117,432.5960454755783,1398300
2024-04-05,437.51519775390625,437.69774629541934,432.2021438570283,434.66171130858095,892100
2024-04-08,434.63287353515625,439.0716235502498,434.5271736527058,438.11085413329084,751100
2024-04-09,430.0115966796875,434.3254421969569,428.6761130489674,431.0876537897127,842800
2024-04-10,433.9891357421875,434.8538223346853,425.4671158892606,427.2445451362786,1247700
2024-04-11,434.5752258300781,435.9491190471596,431.3374376151335,433.7873878783307,942800
2024-04-12,432.7305603027344,440.0132092522063,432.451928948744,436.2950068010247,1251200
2024-04-15,435.30535888671875,441.28134534363136,433.9122609384255,440.983509194393,2442100
2024-04-16,436.4871520996094,440.84905346856453,435.8338359320248,436.8714540028735,1452300
2024-04-17,438.15887451171875,439.3021924469216,434.0083729742126,438.7929858361438,848300
2024-04-18,438.19732666015625,440.0804265369089,436.44871925727927,436.99636487032694,714900
2024-04-19,445.6720886230469,447.1036256199895,439.3406219128882,439.8402114362969,1388000
2024-04-22,443.23175048828125,451.1196886592322,442.34785902759904,446.97877474056486,1820900
2024-04-23,442.03076171875,454.9627386335725,439.70571624765194,447.82419988465267,1789500
2024-04-24,441.127685546875,445.499174679478,438.1684993140481,444.5480223362473,1018900
2024-04-25,446.5464172363281,447.3342552106367,439.5808388261851,439.9843748902122,927700
2024-04-26,443.1933288574219,447.7185445638072,441.15650240173613,445.70092294097213,858000
2024-04-29,449.20770263671875,449.30378543681024,443.8370054316032,443.8658273395952,951500
2024-04-30,446.69049072265625,449.62085485771723,445.43188520889714,448.75613897895414,711800
2024-05-01,443.6160583496094,447.14206557044423,442.49194526906933,444.46151077866006,994700
2024-05-02,445.0284423828125,445.4127443172337,440.9931987704948,443.01082057665366,1011400
2024-05-03,443.78900146484375,444.76897570721513,439.23496384628385,444.76897570721513,910700
2024-05-06,444.6248474121094,445.31660253060215,442.12684118864354,444.9899444635853,796300
2024-05-07,448.3718566894531,448.4967614027474,444.98995895576775,445.7970017335669,723400
2024-05-08,447.8722839355469,449.64009617986255,445.58564798593926,449.15971146172166,599000
2024-05-09,450.01483154296875,450.3703115598898,446.9595623081272,447.79542706582964,594800
2024-05-10,450.4855651855469,452.1572945747019,449.6208785815134,450.6008528233706,482500
2024-05-13,452.0996398925781,453.8194253030731,451.081226689132,451.44632374703815,634300
2024-05-14,448.8522644042969,452.62808130414624,448.48716732221044,452.62808130414624,565500
2024-05-15,445.8738708496094,449.0636324418558,445.32625454978046,447.9875753554008,803900
2024-05-16,446.5944519042969,449.94755723286374,435.22856217709705,445.4127242422219,1130800
2024-05-17,447.91070556640625,448.67930935750616,444.9803413070831,447.5648133361627,677200
2024-05-20,448.756103515625,450.3798059484845,446.68086766758194,449.41903666609903,735200
2024-05-21,449.93792724609375,450.71614813500923,448.52559501799595,449.6400910698597,558900
2024-05-22,451.28302001953125,451.4655685646522,448.4679725063507,449.13090578697785,548700
2024-05-23,448.756103515625,451.2541095138974,447.9394730818787,449.7264898733468,867000
2024-05-24,449.015625,450.27423068062166,447.20937367565074,449.3230782723058,513700
2024-05-28,440.4935302734375,447.71850503542026,439.31177344945473,447.34379092524784,1150400
2024-05-29,434.9595031738281,438.1108254825552,434.0755824670743,438.0916206508,1268000
2024-05-30,442.8570556640625,444.77859449045394,437.15008300405145,437.15008300405145,1173600
2024-05-31,451.8882751464844,451.9074799791169,441.4639213138917,442.8186096835431,1651600
2024-06-03,452.2848815917969,455.1092274162871,449.7797144153304,450.73727987744934,990100
2024-06-04,453.5326232910156,454.7610167968002,450.8920274037882,452.1978172275391,845800
2024-06-05,449.99249267578125,453.49392333973134,448.4352091018644,453.07801406595746,915300
2024-06-06,453.2714538574219,454.40314625840284,449.1413182500023,449.992500651074,768100
2024-06-07,454.73199462890625,459.7229944229916,453.27144170631,453.45522106152595,1042800
2024-06-10,452.1494140625,455.3316659408193,450.5051113652561,455.3316659408193,900400
2024-06-11,447.6420593261719,451.2982531084669,447.42926372961307,450.42773640183407,908300
2024-06-12,444.0729064941406,448.0579902798042,442.6800974987217,447.1584278312423,1026400
2024-06-13,443.54095458984375,444.69198132927954,441.0744855870797,443.61835091006736,742000
2024-06-14,443.328125,443.5409205872307,439.55586642458815,441.5483935059094,702800
2024-06-17,443.9761962890625,444.1502937201709,441.3646167502549,442.7574552352129,669700
2024-06-18,444.9338073730469,445.61089236539914,442.40930580857173,444.740346084361,657900
2024-06-20,451.0661315917969,452.17846015532314,444.12130261175054,444.9337868542753,1041400
2024-06-21,452.2848815917969,454.41280812073313,448.46424262681836,451.8496084628078,3363500
2024-06-24,456.06683349609375,460.1099205657151,452.4976882092704,453.6003349018725,1031500
2024-06-25,452.7394714355469,456.17318769987065,451.37564913820535,455.39940163181205,711200
2024-06-26,451.69482421875,452.7684841116309,448.5319360549449,451.7045061378896,932100
2024-06-27,451.8302307128906,453.5229134681889,450.0698335630496,453.5229134681889,871000
2024-06-28,451.8012390136719,456.29893324699646,449.6442668161295,454.65460095960856,3472500
2024-07-01,451.1628723144531,456.2312391626359,449.5379037930881,455.35104050071794,562500
2024-07-02,450.4471130371094,451.38534416885767,448.82211501811065,450.35038239628074,502500
2024-07-03,450.76629638671875,451.19188759636904,448.92853226398205,450.24397453523017,313300
2024-07-05,447.0230407714844,449.770019715322,444.6339386258231,449.7506853947343,631400
2024-07-08,446.63616943359375,449.354132269581,446.0171169281492,447.52602051261016,447700
2024-07-09,445.22393798828125,447.46795889734744,444.70164567862065,446.5781078762652,537100
2024-07-10,445.9107360839844,446.27829482115055,442.273876391664,445.2916835754838,656000
2024-07-11,445.3013610839844,450.51480920127113,441.1711958097457,444.85643554668735,1132900
2024-07-12,448.5416259765625,449.6732888503327,444.4791752836339,447.2164723067788,579400
2024-07-15,448.68670654296875,451.9463253975877,447.62272855174604,451.4240035622517,783000
2024-07-16,453.2327575683594,453.8227938107383,448.56096578062267,448.56096578062267,736400
2024-07-17,460.4774475097656,461.1641848550264,454.3160866865988,454.6062490809213,1123100
2024-07-18,460.4097900390625,465.1105985165957,457.5273819875301,458.9589188519646,981100
2024-07-19,459.36517333984375,463.8338518495545,457.32426586474725,463.8338518495545,889400
2024-07-22,459.0459289550781,460.53549818021435,457.3629279654349,459.44250392168146,881600
2024-07-23,484.8714599609375,485.3357198238282,467.04506785147396,472.8292179603895,2579100
2024-07-24,498.3258361816406,502.57206612864843,484.98748723700066,488.45990160924543,2580100
2024-07-25,504.3227844238281,509.43950157643843,496.0721363133851,498.132377861213,1923900
2024-07-26,507.611328125,511.3255834174546,502.9782352044477,505.18352816240116,1141300
2024-07-29,510.3583984375,512.1187956730124,502.2528610404923,505.87035663066143,961200
2024-07-30,520.0502319335938,520.8240771134595,507.83395109559973,510.6582970865941,1234200
2024-07-31,524.170654296875,529.0842872423207,520.5531587439544,525.2152979389033,1481500
2024-08-01,530.8834228515625,531.1349166351026,522.9810276911568,526.2212830440635,1271700
2024-08-02,530.7963256835938,542.7418063585351,523.6580358064064,533.0693332497273,1484800
2024-08-05,527.517333984375,544.1733040516191,520.611174135771,535.042487233781,1683800
2024-08-06,523.8223876953125,531.4829689369232,523.4161604041886,528.0976037600293,1033700
